state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,n_pi_d_star_action,n_best_config_action,pair_min_samples,pi_d_star_action_cross,pi_d_star_V_cross,argmax_disagree_cross,rank_correlation_cross,value_gap_cross,is_disagreement_cross,severity_raw_cross,statistically_significant_cross,is_disagreement_strict,references_agree_on_action,severity_raw_strict,severity_strict
204,6,24,False,0,-50.0,0,2,1,,-2.3590083423430896,0.07634154935144774,-47.64099165765691,0,0.0,0.0,0,-2.1126763963614423,-2.0522735118865967,0.06040288447484565,0,0,0,0,-50.0,1,,-47.64099165765691,0,0.0,0,0,1,0.0,0.0
205,6,25,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.9727099752872275,-2.707709789276123,0.2650001860111044,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
206,6,26,False,0,-50.0,0,2,1,,-2.5240099117147055,0.07405106371140557,-47.47599008828529,0,0.0,0.0,0,-2.9270501268435254,-2.913372278213501,0.013677848630024414,0,0,0,0,-50.0,1,,-47.47599008828529,0,0.0,0,0,1,0.0,0.0
207,6,27,False,0,-50.0,0,1,1,,-1.181477201749526,0.0747216959274261,-48.81852279825048,0,0.0,0.0,0,-1.3072190796111054,-3.148172616958618,1.8409535373475128,0,0,0,0,-50.0,1,,-48.81852279825048,0,0.0,0,0,1,0.0,0.0
208,6,28,False,0,-50.0,0,2,1,,-1.1976622963522243,0.07375806392593118,-48.80233770364777,0,0.0,0.0,0,-1.3256117572657582,-3.3975930213928223,2.0719812641270643,0,0,0,0,-50.0,1,,-48.80233770364777,0,0.0,0,0,1,0.0,0.0
209,6,29,False,0,-50.0,0,2,1,,-1.2209754961899293,0.07266204050834559,-48.77902450381007,0,0.0,0.0,0,-1.259669839764785,-3.717501163482666,2.457831323717881,0,0,0,0,-50.0,1,,-48.77902450381007,0,0.0,0,0,1,0.0,0.0
210,7,0,True,1,-2.9999989435144094,0,0,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,-0.4019379680882986,0,0.0,0.0,0,-2.9998689596439876,-3.109436273574829,0.10956731393084151,1,1,1,0,-2.999999488041247,0,0.7745966692414834,-0.401938512615136,0,0.0,0,0,1,0.0,0.0
211,7,1,True,2,-2.999998943514408,3,1,1,0.7378647873726218,-2.5419236552200952,0.05613732020601598,-0.4580752882943129,0,0.0,0.0,0,-2.9997520406576115,-2.868443250656128,0.13130879000148354,1257,95,95,3,-3.0000319298375375,1,0.7378647873726218,-0.4581082746174423,0,0.0,0,0,1,0.0,0.0
212,7,2,True,4,-2.9999989435144085,0,0,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,-0.40193796808829774,0,0.0,0.0,0,-2.999832112987701,-2.9160382747650146,0.08379383822268638,6592,6592,6592,0,-2.9999998986782797,0,0.39999999999999997,-0.40193892325216884,0,0.0,0,0,1,0.0,0.0
213,7,3,True,2,-2.9999989435144085,0,2,1,0.8944271909999159,-2.598060975426111,2.037621039635e-16,-0.40193796808829774,0,0.0,0.0,0,-2.999834380667161,-2.9563841819763184,0.043450198690842434,339,1377,339,0,-2.999999643107462,1,0.7378647873726218,-0.401938667681351,0,0.0,0,0,1,0.0,0.0
214,7,4,True,3,-0.8757573949639592,3,0,1,0.39999999999999997,-2.5231601437668814,0.05229246045011812,1.6474027488029221,1,1.6474027488029221,0.5444113618551635,1,-2.9174710153177483,-3.0777530670166016,0.16028205169885323,72,232,72,3,-0.9825026250074287,1,0.39999999999999997,1.5406575187594527,1,1.5406575187594527,1,1,1,1.5406575187594527,0.512722092908831
215,7,5,True,3,-0.8505473236270875,0,0,0,0.7999999999999999,-2.208723370941164,0.1232936937827665,1.3581760473140765,0,0.0,0.0,0,-2.9019539155524043,-2.9482929706573486,0.04633905510494429,115,115,115,0,-0.9598665394664865,0,0.7999999999999999,1.2488568314746775,0,0.0,0,0,1,0.0,0.0
216,7,6,True,4,-0.825082842342315,0,0,0,0.19999999999999998,-2.1425814403103516,0.14762166814991373,1.3174985979680365,0,0.0,0.0,0,-2.8834521402081443,-2.9801394939422607,0.09668735373411641,1814,1814,1814,0,-0.9357604441911976,0,0.316227766016838,1.2068209961191538,0,0.0,0,0,1,0.0,0.0
217,7,7,True,4,-0.7516473559097271,1,1,0,0.19999999999999998,-2.144751779378995,0.12965463035443883,1.3931044234692678,0,0.0,0.0,0,-2.8615665756569513,-2.8842294216156006,0.022662845958649314,1198,1198,1198,1,-0.8648287860132412,0,0.316227766016838,1.2799229933657537,0,0.0,0,0,1,0.0,0.0
218,7,8,True,4,-0.7752328197652952,0,0,0,0.39999999999999997,-2.598060975426111,2.037621039635e-16,1.8228281556608157,0,0.0,0.0,0,-2.898217550301763,-2.9335920810699463,0.0353745307681832,604,604,604,0,-0.8863033903769535,0,0.316227766016838,1.7117575850491573,0,0.0,0,0,1,0.0,0.0
219,7,9,True,4,-0.6989880381140546,1,1,0,0.19999999999999998,-2.598060975426111,2.037621039635e-16,1.8990729373120563,0,0.0,0.0,0,-2.889605266341006,-2.8013298511505127,0.08827541519049342,3185,3185,3185,1,-0.8143887492775597,0,0.316227766016838,1.7836722261485511,0,0.0,0,0,1,0.0,0.0
220,7,10,True,2,-0.536644744884077,3,3,0,0.9486832980505139,-2.403392726594882,0.13402363335391426,1.8667479817108048,0,0.0,0.0,0,-2.718183656786779,-2.344834566116333,0.37334909067044597,4,4,4,3,-0.7267792158860402,0,0.9486832980505139,1.6766135107088416,0,0.0,0,0,1,0.0,0.0
221,7,11,True,1,-0.5117623692471003,1,1,0,0.7745966692414834,-2.50308697665942,0.09497399876669134,1.9913246074123199,0,0.0,0.0,0,-2.6099647771871215,-2.3156261444091797,0.2943386327779418,8,8,8,1,-0.701256388172281,0,0.7745966692414834,1.8018305884871393,0,0.0,0,0,1,0.0,0.0
222,7,12,True,2,-0.536644744884077,2,0,1,0.7378647873726218,-2.598060975426111,2.037621039635e-16,2.061416230542034,1,2.061416230542034,0.681228933383297,1,-2.6667824188146083,-2.2131450176239014,0.45363740119070695,4,8,4,2,-0.7267618621256365,1,0.7378647873726218,1.8712991133004744,1,1.8712991133004744,1,1,1,1.8712991133004744,0.6227577421635012
223,7,13,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.5591779879124763,-1.7001806497573853,0.858997338155091,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
224,7,14,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.485780011959381,-1.3007038831710815,1.1850761287882996,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
225,7,15,False,0,-50.0,0,1,1,,-2.521128026654806,0.0769329487713056,-47.47887197334519,0,0.0,0.0,0,-2.4017100733408654,-1.4579617977142334,0.943748275626632,0,0,0,0,-50.0,1,,-47.47887197334519,0,0.0,0,0,1,0.0,0.0
226,7,16,False,0,-50.0,0,1,1,,-1.1206435477713055,0.07778799704660484,-48.87935645222869,0,0.0,0.0,0,-1.2681197546278686,-1.381676197052002,0.11355644242413332,0,0,0,0,-50.0,1,,-48.87935645222869,0,0.0,0,0,1,0.0,0.0
227,7,17,True,3,-1.1148131179622713,0,0,0,0.7999999999999999,-1.1074823462955101,0.0037524924892005235,-0.0073307716667612155,0,0.0,0.0,0,-1.9798993722851788,-1.4116467237472534,0.5682526485379253,1026,1026,1026,0,-1.113237699697496,0,0.7999999999999999,-0.005755353401985852,0,0.0,0,0,1,0.0,0.0
228,7,18,True,4,-1.1351895044278986,2,2,0,0.7999999999999999,-1.1292037188762758,0.004349462905129577,-0.005985785551622769,0,0.0,0.0,0,-1.9915296327733207,-1.3487670421600342,0.6427625906132866,185,185,185,2,-1.1667128967259273,0,0.7999999999999999,-0.037509177849651465,0,0.0,0,0,1,0.0,0.0
229,7,19,True,1,-1.1538376087130673,2,2,0,0.7745966692414834,-1.146066192298657,0.003909941731891728,-0.007771416414410259,0,0.0,0.0,0,-2.0140287629818507,-1.5526340007781982,0.4613947622036525,5,5,5,2,-2.4575668965563056,0,0.7745966692414834,-1.3115007042576485,0,0.0,0,0,1,0.0,0.0
230,7,20,False,0,-50.0,0,1,1,,-0.4487789176574902,0.11447386982819037,-49.55122108234251,0,0.0,0.0,0,-1.9874144021246511,-1.7908414602279663,0.19657294189668484,0,0,0,0,-50.0,1,,-49.55122108234251,0,0.0,0,0,1,0.0,0.0
231,7,21,False,0,-50.0,0,0,0,,-1.2716222542593902,0.1355935239442302,-48.72837774574061,0,0.0,0.0,0,-1.7981200784632718,-2.026930809020996,0.22881073055772427,0,0,0,0,-50.0,0,,-48.72837774574061,0,0.0,0,0,1,0.0,0.0
232,7,22,False,0,-50.0,0,1,1,,-0.4606111477095385,0.11551545158639945,-49.539388852290465,0,0.0,0.0,0,-1.4422797915225096,-2.2063493728637695,0.7640695813412599,0,0,0,0,-50.0,1,,-49.539388852290465,0,0.0,0,0,1,0.0,0.0
233,7,23,False,0,-50.0,0,1,1,,-0.544979105891856,0.132944317697155,-49.455020894108145,0,0.0,0.0,0,-1.639350747871294,-2.774475336074829,1.135124588203535,0,0,0,0,-50.0,1,,-49.455020894108145,0,0.0,0,0,1,0.0,0.0
234,7,24,False,0,-50.0,0,1,1,,-2.492193200414159,0.10586777501195209,-47.50780679958584,0,0.0,0.0,0,-1.8838768315096832,-2.8368313312530518,0.9529544997433685,0,0,0,0,-50.0,1,,-47.50780679958584,0,0.0,0,0,1,0.0,0.0
235,7,25,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.9870356477263615,-2.9116291999816895,0.07540644774467209,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
236,7,26,False,0,-50.0,0,1,1,,-2.5230589216648056,0.07500205376130556,-47.476941078335194,0,0.0,0.0,0,-2.90625781651972,-3.4765632152557373,0.5703053987360174,0,0,0,0,-50.0,1,,-47.476941078335194,0,0.0,0,0,1,0.0,0.0
237,7,27,False,0,-50.0,0,1,1,,-1.1605053879510057,0.07572501026585457,-48.839494612048995,0,0.0,0.0,0,-1.1928496937567818,-3.288911819458008,2.096062125701226,0,0,0,0,-50.0,1,,-48.839494612048995,0,0.0,0,0,1,0.0,0.0
238,7,28,False,0,-50.0,0,2,1,,-1.1064846578887195,0.004785719480439076,-48.89351534211128,0,0.0,0.0,0,-1.2124025792503834,-3.7050559520721436,2.49265337282176,0,0,0,0,-50.0,1,,-48.89351534211128,0,0.0,0,0,1,0.0,0.0
239,7,29,False,0,-50.0,0,1,1,,-1.1300435051037339,0.006146331093280982,-48.869956494896265,0,0.0,0.0,0,-1.1821770850931563,-3.642836093902588,2.4606590088094316,0,0,0,0,-50.0,1,,-48.869956494896265,0,0.0,0,0,1,0.0,0.0
240,8,0,True,1,-2.999998943514413,3,1,1,0.2581988897471611,-2.598060975426111,2.037621039635e-16,-0.4019379680883022,0,0.0,0.0,0,-2.9902619339858463,-2.760078191757202,0.23018374222864413,6,0,0,3,-3.0460706912262174,1,0.2581988897471611,-0.4480097158001066,0,0.0,0,0,1,0.0,0.0
241,8,1,True,2,-2.9999989435144094,0,0,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,-0.4019379680882986,0,0.0,0.0,0,-2.998944638587144,-2.7493362426757812,0.24960839591136263,120,120,120,0,-3.0012303834435072,0,0.9486832980505139,-0.4031694080173964,0,0.0,0,0,1,0.0,0.0
242,8,2,False,0,-50.0,0,1,1,,-2.430996704756807,0.06766031282163226,-47.56900329524319,0,0.0,0.0,0,-2.900913033316133,-2.8476827144622803,0.053230318853852765,0,0,0,0,-50.0,1,,-47.56900329524319,0,0.0,0,0,1,0.0,0.0
243,8,3,True,1,-0.914811970788018,3,3,0,0.7745966692414834,-2.2399273509886237,0.12853745660200563,1.3251153802006057,0,0.0,0.0,0,-2.9043332352442914,-2.9081642627716064,0.003831027527315012,7,7,7,3,-2.3336453953822573,0,0.7745966692414834,-0.09371804439363363,0,0.0,0,0,1,0.0,0.0
244,8,4,True,2,-0.8937494661197679,3,3,0,0.9486832980505139,-2.2183556600540997,0.13009756407552725,1.3246061939343319,0,0.0,0.0,0,-2.903484298050798,-2.9746265411376953,0.07114224308689732,74,74,74,3,-1.038088941644374,0,0.9486832980505139,1.1802667184097257,0,0.0,0,0,1,0.0,0.0
245,8,5,True,4,-0.8712785993524884,3,0,1,0.0,-2.081151839541902,0.15167498391942807,1.2098732401894137,1,1.2098732401894137,0.3998225320688925,1,-2.9022296627269117,-3.0214552879333496,0.11922562520643787,24,229,24,3,-0.9816498121728271,1,0.0,1.0995020273690748,1,1.0995020273690748,1,1,1,1.0995020273690748,0.3659080449521974
246,8,6,True,2,-0.8486790229154584,0,0,0,0.9486832980505139,-2.208723370941164,0.1232936937827665,1.3600443480257056,0,0.0,0.0,0,-2.8874240485747,-2.9779303073883057,0.09050625881360563,862,862,862,0,-0.9586727613039102,0,0.9486832980505139,1.250050609637254,0,0.0,0,0,1,0.0,0.0
247,8,7,True,4,-0.7262588822367968,1,1,0,0.39999999999999997,-2.1636321950246,0.14005346144749856,1.437373312787803,0,0.0,0.0,0,-2.853500477426222,-2.8932907581329346,0.03979028070671253,791,791,791,1,-0.84087194800964,0,0.316227766016838,1.3227602470149598,0,0.0,0,0,1,0.0,0.0
248,8,8,True,4,-0.7975226801502221,1,0,1,0.39999999999999997,-2.598060975426111,2.037621039635e-16,1.8005382952758886,1,1.8005382952758886,0.59501752447348,1,-2.8994269492319336,-3.0230817794799805,0.12365483024804691,327,624,327,0,-0.9085964822744054,0,0.632455532033676,1.6894644931517053,0,0.0,0,0,0,0.0,0.0
249,8,9,True,4,-0.6729661736391214,3,3,0,0.19999999999999998,-2.598060975426111,2.037621039635e-16,1.9250948017869893,0,0.0,0.0,0,-2.8855507448890614,-2.8046979904174805,0.08085275447158091,936,936,936,3,-0.789866439652405,0,0.316227766016838,1.8081945357737057,0,0.0,0,0,1,0.0,0.0
250,8,10,True,4,-0.6470498645132091,1,1,0,0.316227766016838,-2.598060975426111,2.037621039635e-16,1.9510111109129018,0,0.0,0.0,0,-2.86791731945564,-2.8326518535614014,0.03526546589423862,4078,4078,4078,1,-0.7650689919137224,0,0.316227766016838,1.8329919835123885,0,0.0,0,0,1,0.0,0.0
251,8,11,True,1,-0.4866286564824774,3,3,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,2.1114323189436335,0,0.0,0.0,0,-2.5950862739751157,-2.28281307220459,0.31227320177052587,23,23,23,3,-0.6747749395405164,0,0.7745966692414834,1.9232860358855945,0,0.0,0,0,1,0.0,0.0
252,8,12,True,2,-0.46124106783134305,1,1,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,2.136819907594768,0,0.0,0.0,0,-2.5988409826105854,-2.3989057540893555,0.1999352285212299,32,32,32,1,-0.6503835543388762,0,0.9486832980505139,1.9476774210872345,0,0.0,0,0,1,0.0,0.0
253,8,13,True,1,-0.42500754052348527,1,1,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,2.1730534349026254,0,0.0,0.0,0,-2.5799296405388037,-2.125521421432495,0.4544082191063086,3,3,3,1,-1.9090775446810386,0,0.7745966692414834,0.6889834307450722,0,0.0,0,0,1,0.0,0.0
254,8,14,True,2,-0.3970363706165978,1,1,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,2.201024604809513,0,0.0,0.0,0,-2.5685968250861295,-2.095870018005371,0.4727268070807584,22,22,22,1,-0.5599798359058413,0,0.9486832980505139,2.0380811395202696,0,0.0,0,0,1,0.0,0.0
255,8,15,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.4545296130863203,-1.7554564476013184,0.699073165485002,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
256,8,16,False,0,-50.0,0,1,1,,-1.0239501,0.0023081844105612296,-48.9760499,0,0.0,0.0,0,-1.0489307442858375,-1.524510145187378,0.4755794009015404,0,0,0,0,-50.0,1,,-48.9760499,0,0.0,0,0,1,0.0,0.0
257,8,17,False,0,-50.0,0,1,1,,-2.4683549508205056,0.07667346875463688,-47.531645049179495,0,0.0,0.0,0,-2.343652424061421,-1.718314528465271,0.6253378955961502,0,0,0,0,-50.0,1,,-47.531645049179495,0,0.0,0,0,1,0.0,0.0
258,8,18,False,0,-50.0,0,2,1,,-2.5316821755784553,0.04807250841746325,-47.46831782442155,0,0.0,0.0,0,-2.3391683075854233,-1.4784080982208252,0.8607602093645981,0,0,0,0,-50.0,1,,-47.46831782442155,0,0.0,0,0,1,0.0,0.0
259,8,19,False,0,-50.0,0,2,1,,-2.4683549508205056,0.07667346875463688,-47.531645049179495,0,0.0,0.0,0,-2.2879188103758925,-1.6413147449493408,0.6466040654265517,0,0,0,0,-50.0,1,,-47.531645049179495,0,0.0,0,0,1,0.0,0.0
260,8,20,False,0,-50.0,0,1,1,,-0.7458519903466084,0.21282027567880565,-49.25414800965339,0,0.0,0.0,0,-1.9790713158112014,-1.701725721359253,0.2773455944519485,0,0,0,0,-50.0,1,,-49.25414800965339,0,0.0,0,0,1,0.0,0.0
261,8,21,False,0,-50.0,0,1,1,,-0.6004362773388557,0.19302391292589316,-49.39956372266114,0,0.0,0.0,0,-1.2674976039643058,-2.3587279319763184,1.0912303280120126,0,0,0,0,-50.0,1,,-49.39956372266114,0,0.0,0,0,1,0.0,0.0
262,8,22,False,0,-50.0,0,1,1,,-0.6374266211583591,0.18949645073839547,-49.36257337884164,0,0.0,0.0,0,-1.2921884540237352,-2.0912058353424072,0.7990173813186721,0,0,0,0,-50.0,1,,-49.36257337884164,0,0.0,0,0,1,0.0,0.0
263,8,23,False,0,-50.0,0,1,1,,-0.5652203255044908,0.15637891916096908,-49.43477967449551,0,0.0,0.0,0,-1.6107421113812,-2.4939041137695312,0.8831620023883313,0,0,0,0,-50.0,1,,-49.43477967449551,0,0.0,0,0,1,0.0,0.0
264,8,24,False,0,-50.0,0,1,1,,-2.492193200414159,0.10586777501195209,-47.50780679958584,0,0.0,0.0,0,-1.9623538971498669,-2.650035858154297,0.68768196100443,0,0,0,0,-50.0,1,,-47.50780679958584,0,0.0,0,0,1,0.0,0.0
265,8,25,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.988692569596628,-2.956280469894409,0.03241209970221881,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
266,8,26,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.979343321430065,-3.431379556655884,0.4520362352258189,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
267,8,27,False,0,-50.0,0,1,1,,-1.0690565720799,0.0038286832866039414,-48.9309434279201,0,0.0,0.0,0,-1.0990297261023136,-3.610717535018921,2.5116878089166073,0,0,0,0,-50.0,1,,-48.9309434279201,0,0.0,0,0,1,0.0,0.0
268,8,28,False,0,-50.0,0,1,1,,-1.090249061756908,0.004655531684150976,-48.90975093824309,0,0.0,0.0,0,-1.1212341367078416,-2.8715806007385254,1.7503464640306838,0,0,0,0,-50.0,1,,-48.90975093824309,0,0.0,0,0,1,0.0,0.0
269,8,29,False,0,-50.0,0,2,1,,-1.103697405896908,0.003091489801909813,-48.89630259410309,0,0.0,0.0,0,-1.1466787346460074,-3.0051753520965576,1.8584966174505502,0,0,0,0,-50.0,1,,-48.89630259410309,0,0.0,0,0,1,0.0,0.0
270,9,0,True,1,-2.9999989435144334,1,1,0,0.7745966692414834,-2.5551755635344824,0.042885411891628866,-0.44482337997995103,0,0.0,0.0,0,-2.8817205669677266,-2.7378628253936768,0.14385774157404985,2,2,2,1,-4.7237768984779995,0,0.7745966692414834,-2.168601334943517,0,0.0,0,0,1,0.0,0.0
271,9,1,False,0,-50.0,0,1,1,,-2.4623966748809023,0.06356387020249195,-47.5376033251191,0,0.0,0.0,0,-2.8605051520514944,-2.8170833587646484,0.04342179328684592,0,0,0,0,-50.0,1,,-47.5376033251191,0,0.0,0,0,1,0.0,0.0
272,9,2,False,0,-50.0,0,1,1,,-2.4623966748809023,0.06356387020249195,-47.5376033251191,0,0.0,0.0,0,-2.8600867590895382,-2.7912614345550537,0.06882532453448453,0,0,0,0,-50.0,1,,-47.5376033251191,0,0.0,0,0,1,0.0,0.0
273,9,3,False,0,-50.0,0,1,1,,-2.430996704756807,0.06766031282163226,-47.56900329524319,0,0.0,0.0,0,-2.817254947140609,-2.740471601486206,0.07678334565440315,0,0,0,0,-50.0,1,,-47.56900329524319,0,0.0,0,0,1,0.0,0.0
274,9,4,True,1,-0.7238132748495858,3,3,0,0.7745966692414834,-2.1636321950246,0.14005346144749856,1.439818920175014,0,0.0,0.0,0,-2.8164004189587826,-2.8093929290771484,0.0070074898816341324,4,4,4,3,-2.152598566270945,0,0.7745966692414834,0.011033628753654767,0,0.0,0,0,1,0.0,0.0
275,9,5,True,3,-0.7008214904243819,3,3,0,0.39999999999999997,-2.113105005370253,0.14325125801348484,1.4122835149458712,0,0.0,0.0,0,-2.8142734527035467,-2.8812451362609863,0.06697168355743965,33,33,33,3,-0.850171921638584,0,0.39999999999999997,1.262933083731669,0,0.0,0,0,1,0.0,0.0
276,9,6,True,3,-0.6753574711147474,1,1,0,1.0,-2.025793312850413,0.15407990583184572,1.3504358417356654,0,0.0,0.0,0,-2.8119206043325784,-2.88559889793396,0.07367829360138156,663,663,663,1,-0.7914950554215322,0,1.0,1.2342982574288808,0,0.0,0,0,1,0.0,0.0
277,9,7,True,4,-0.7009882914876092,2,2,0,0.19999999999999998,-2.113105005370253,0.14325125801348484,1.4121167138826438,0,0.0,0.0,0,-2.8422300055110843,-2.865802526473999,0.023572520962914734,585,585,585,2,-0.8166467639959979,0,0.39999999999999997,1.2964582413742551,0,0.0,0,0,1,0.0,0.0
278,9,8,True,4,-0.7742617357026464,3,0,1,-1.0,-2.598060975426111,2.037621039635e-16,1.8237992397234644,1,1.8237992397234644,0.602704486543893,1,-2.8982840312207756,-3.032546281814575,0.1342622505937996,1,487,1,1,-0.8884293601667504,1,-0.632455532033676,1.7096316152593602,1,1.7096316152593602,1,0,0,0.0,0.0
279,9,9,True,3,-0.5938488015250453,1,3,1,0.39999999999999997,-2.598060975426111,2.037621039635e-16,2.0042121739010654,1,2.0042121739010654,0.6623249110352835,1,-2.8336523505455617,-2.8150508403778076,0.01860151016775413,747,1372,747,1,-0.7146363011074736,1,0.39999999999999997,1.8834246743186371,1,1.8834246743186371,1,1,1,1.8834246743186371,0.6267930601671625
280,9,10,True,2,-0.6205767361449415,2,0,1,0.7378647873726218,-2.598060975426111,2.037621039635e-16,1.9774842392811693,1,1.9774842392811693,0.6534922249804819,1,-2.861430225770347,-2.734520196914673,0.12691002885567393,1188,4078,1188,2,-0.7399933196097144,1,0.7378647873726218,1.8580676558163964,1,1.8580676558163964,1,1,1,1.8580676558163964,0.6183543880819703
281,9,11,True,2,-0.48678489379418116,1,1,0,0.9486832980505139,-0.8290469038408377,0.17100691607056287,0.3422620100466565,0,0.0,0.0,0,-2.492756874591035,-2.5366053581237793,0.043848483532744176,14,14,14,1,-0.611289870456516,0,0.9486832980505139,0.21775703338432173,0,0.0,0,0,1,0.0,0.0
282,9,12,True,2,-0.4320687742193291,3,3,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,2.1659922012067816,0,0.0,0.0,0,-2.594481224203931,-2.216829538345337,0.3776516858585941,18,18,18,3,-0.6240664904673481,0,0.9486832980505139,1.9739944849587627,0,0.0,0,0,1,0.0,0.0
283,9,13,True,3,-0.39899751635761366,1,2,1,0.39999999999999997,-2.598060975426111,2.037621039635e-16,2.199063459068497,1,2.199063459068497,0.7267167263301847,1,-2.5779183722946173,-2.216827392578125,0.3610909797164923,16,5,5,1,-0.5974099986015037,1,0.7999999999999999,2.0006509768246072,1,2.0006509768246072,1,1,1,2.0006509768246072,0.6658053094392923
284,9,14,True,4,-0.37074380938095963,1,1,0,0.316227766016838,-2.598060975426111,2.037621039635e-16,2.227317166045151,0,0.0,0.0,0,-2.5637388045508067,-2.096993923187256,0.46674488136355086,204,204,204,1,-0.5333347890688862,0,0.316227766016838,2.0647261863572246,0,0.0,0,0,1,0.0,0.0
285,9,15,True,1,-0.3397826667977715,1,1,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,2.258278308628339,0,0.0,0.0,0,-2.4543041995729493,-1.9224905967712402,0.5318136028017091,5,5,5,1,-1.792973951258299,0,0.7745966692414834,0.8050870241678119,0,0.0,0,0,1,0.0,0.0
286,9,16,False,0,-50.0,0,1,1,,-1.002,0.0013764944032233716,-48.998,0,0.0,0.0,0,-1.0072457755154283,-1.663999080657959,0.6567533051425307,0,0,0,0,-50.0,1,,-48.998,0,0.0,0,0,1,0.0,0.0
287,9,17,False,0,-50.0,0,1,1,,-2.5316821755784553,0.04807250841746325,-47.46831782442155,0,0.0,0.0,0,-2.3362601536122307,-1.7162448167800903,0.6200153368321404,0,0,0,0,-50.0,1,,-47.46831782442155,0,0.0,0,0,1,0.0,0.0
288,9,18,False,0,-50.0,0,1,1,,-2.349169258439285,0.13585571812707745,-47.65083074156072,0,0.0,0.0,0,-2.225915073717414,-1.862680196762085,0.3632348769553291,0,0,0,0,-50.0,1,,-47.65083074156072,0,0.0,0,0,1,0.0,0.0
289,9,19,False,0,-50.0,0,1,1,,-0.5769702662179222,0.1951754139392986,-49.42302973378208,0,0.0,0.0,0,-1.681035916661175,-1.697706937789917,0.01667102112874197,0,0,0,0,-50.0,1,,-49.42302973378208,0,0.0,0,0,1,0.0,0.0
290,9,20,False,0,-50.0,0,3,1,,-0.4812505849576354,0.16248549390215986,-49.518749415042365,0,0.0,0.0,0,-1.790965052883276,-2.071711540222168,0.28074648733889207,0,0,0,0,-50.0,1,,-49.518749415042365,0,0.0,0,0,1,0.0,0.0
291,9,21,False,0,-50.0,0,1,1,,-0.5877305894108933,0.1944183530616746,-49.412269410589104,0,0.0,0.0,0,-1.2458804396661842,-2.033344268798828,0.7874638291326439,0,0,0,0,-50.0,1,,-49.412269410589104,0,0.0,0,0,1,0.0,0.0
292,9,22,False,0,-50.0,0,2,1,,-0.5978267536409705,0.19316309113552177,-49.40217324635903,0,0.0,0.0,0,-1.2706581154165355,-2.2644131183624268,0.9937550029458913,0,0,0,0,-50.0,1,,-49.40217324635903,0,0.0,0,0,1,0.0,0.0
293,9,23,False,0,-50.0,0,2,1,,-0.6374266211583591,0.18949645073839547,-49.36257337884164,0,0.0,0.0,0,-1.3404237295422923,-2.5588228702545166,1.2183991407122243,0,0,0,0,-50.0,1,,-49.36257337884164,0,0.0,0,0,1,0.0,0.0
294,9,24,False,0,-50.0,0,1,1,,-2.4896356062378615,0.10842536918824926,-47.51036439376214,0,0.0,0.0,0,-2.223153718458729,-2.7191567420959473,0.4960030236372184,0,0,0,0,-50.0,1,,-47.51036439376214,0,0.0,0,0,1,0.0,0.0
295,9,25,False,0,-50.0,0,0,0,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.988757230397824,-3.133812427520752,0.14505519712292791,0,0,0,0,-50.0,0,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
